Country code,Zip code,T12,T09,T10
RO,020036,x,,
RO,020037,x,,
RO,020038,x,,
RO,020039,x,,
RO,020041,x,,
RO,020042,x,,
RO,020043,x,,
RO,020044,x,,
RO,020045,x,,
RO,020046,x,,
RO,020047,x,,
RO,020048,x,,
RO,020051,x,,
RO,020052,x,,
RO,020053,x,,
RO,020054,x,,
RO,020055,x,,
RO,020056,x,,
RO,020057,x,,
RO,020061,x,,
RO,020062,x,,
RO,020063,x,,
RO,020064,x,,
RO,020065,x,,
RO,020071,x,,
RO,020072,x,,
RO,020073,x,,
RO,020074,x,,
RO,020075,x,,
RO,020076,x,,
RO,020077,x,,
RO,020078,x,,
RO,020079,x,,
RO,020081,x,,
RO,020082,x,,
RO,020083,x,,
RO,020084,x,,
RO,020085,x,,
RO,020091,x,,
RO,020092,x,,
RO,020093,x,,
RO,020094,x,,
RO,020095,x,,
RO,020096,x,,
RO,020097,x,,
RO,020098,x,,
RO,020099,x,,
RO,020101,x,,
RO,020102,x,,
RO,020103,x,,
RO,020104,x,,
RO,020105,x,,
RO,020106,x,,
RO,020107,x,,
RO,020108,x,,
RO,020109,x,,
RO,020111,x,,
RO,020112,x,,
RO,020113,x,,
RO,020114,x,,
RO,020121,x,,
RO,020122,x,,
RO,020123,x,,
RO,020124,x,,
RO,020125,x,,
RO,020126,x,,
RO,020127,x,,
RO,020131,x,,
RO,020132,x,,
RO,020133,x,,
RO,020141,x,,
RO,020142,x,,
RO,020143,x,,
RO,020144,x,,
RO,020145,x,,
RO,020146,x,,
RO,020147,x,,
RO,020148,x,,
RO,020149,x,,
RO,020151,x,,
RO,020152,x,,
RO,020153,x,,
RO,020154,x,,
RO,020155,x,,
RO,020161,x,,
RO,020162,x,,
RO,020163,x,,
RO,020164,x,,
RO,020165,x,,
RO,020171,x,,
RO,020172,x,,
RO,020173,x,,
RO,020174,x,,
RO,020175,x,,
RO,020176,x,,
RO,020177,x,,
RO,020181,x,,
RO,020182,x,,
RO,020183,x,,
RO,020184,x,,
RO,020185,x,,
RO,020186,x,,
RO,020187,x,,
RO,020188,x,,
RO,020191,x,,
RO,020192,x,,
RO,020193,x,,
RO,020194,x,,
RO,020195,x,,
RO,020196,x,,
RO,020197,x,,
RO,020198,x,,
RO,020199,x,,
RO,020201,x,,
RO,020202,x,,
RO,020203,x,,
RO,020204,x,,
RO,020205,x,,
RO,020206,x,,
RO,020207,x,,
RO,020211,x,,
RO,020212,x,,
RO,020213,x,,
RO,020214,x,,
RO,020215,x,,
RO,020216,x,,
RO,020217,x,,
RO,020218,x,,
RO,020219,x,,
RO,020221,x,,
RO,020222,x,,
RO,020223,x,,
RO,020224,x,,
RO,020225,x,,
RO,020226,x,,
RO,020231,x,,
RO,020232,x,,
RO,020233,x,,
RO,020234,x,,
RO,020235,x,,
RO,020236,x,,
RO,020237,x,,
RO,020241,x,,
RO,020242,x,,
RO,020243,x,,
RO,020244,x,,
RO,020245,x,,
RO,020246,x,,
RO,020251,x,,
RO,020252,x,,
RO,020253,x,,
RO,020254,x,,
RO,020255,x,,
RO,020256,x,,
RO,020257,x,,
RO,020258,x,,
RO,020261,x,,
RO,020262,x,,
RO,020263,x,,
RO,020264,x,,
RO,020265,x,,
RO,020266,x,,
RO,020267,x,,
RO,020268,x,,
RO,020269,x,,
RO,020271,x,,
RO,020272,x,,
RO,020273,x,,
RO,020274,x,,
RO,020275,x,,
RO,020276,x,,
RO,020281,x,,
RO,020282,x,,
RO,020283,x,,
RO,020284,x,,
RO,020285,x,,
RO,020291,x,,
RO,020292,x,,
RO,020293,x,,
RO,020294,x,,
RO,020295,x,,
RO,020296,x,,
RO,020301,x,,
RO,020302,x,,
RO,020303,x,,
RO,020304,x,,
RO,020305,x,,
RO,020308,x,,
RO,020309,x,,
RO,020311,x,,
RO,020312,x,,
RO,020313,x,,
RO,020314,x,,
RO,020315,x,,
RO,020316,x,,
RO,020317,x,,
RO,020321,x,,
RO,020322,x,,
RO,020323,x,,
RO,020324,x,,
RO,020325,x,,
RO,020331,x,,
RO,020332,x,,
RO,020333,x,,
RO,020334,x,,
RO,020335,x,,
RO,020336,x,,
RO,020337,x,,
RO,020338,x,,
RO,020339,x,,
RO,020341,x,,
RO,020342,x,,
RO,020343,x,,
RO,020344,x,,
RO,020345,x,,
RO,020346,x,,
RO,020347,x,,
RO,020348,x,,
RO,020349,x,,
RO,020351,x,,
RO,020352,x,,
RO,020353,x,,
RO,020354,x,,
RO,020355,x,,
RO,020356,x,,
RO,020357,x,,
RO,020358,x,,
RO,020359,x,,
RO,020361,x,,
RO,020362,x,,
RO,020371,x,,
RO,020372,x,,
RO,020373,x,,
RO,020374,x,,
RO,020375,x,,
RO,020376,x,,
RO,020377,x,,
RO,020378,x,,
RO,020381,x,,
RO,020382,x,,
RO,020383,x,,
RO,020384,x,,
RO,020391,x,,
RO,020392,x,,
RO,020393,x,,
RO,020394,x,,
RO,020395,x,,
RO,020396,x,,
RO,020397,x,,
RO,020451,x,,
RO,020452,x,,
RO,020453,x,,
RO,020454,x,,
RO,020455,x,,
RO,020456,x,,
RO,020457,x,,
RO,020458,x,,
RO,020459,x,,
RO,020461,x,,
RO,020462,x,,
RO,020463,x,,
RO,020464,x,,
RO,020465,x,,
RO,020466,x,,
RO,020467,x,,
RO,020468,x,,
RO,020469,x,,
RO,020471,x,,
RO,020472,x,,
RO,020473,x,,
RO,020474,x,,
RO,020475,x,,
RO,020476,x,,
RO,020477,x,,
RO,020478,x,,
RO,020479,x,,
RO,020481,x,,
RO,020482,x,,
RO,020483,x,,
RO,020484,x,,
RO,020485,x,,
RO,020486,x,,
RO,020487,x,,
RO,020488,x,,
RO,020491,x,,
RO,020492,x,,
RO,020493,x,,
RO,020494,x,,
RO,020495,x,,
RO,020496,x,,
RO,020497,x,,
RO,020498,x,,
RO,020499,x,,
RO,020501,x,,
RO,020502,x,,
RO,020503,x,,
RO,020504,x,,
RO,020505,x,,
RO,020506,x,,
RO,020507,x,,
RO,020511,x,,
RO,020512,x,,
RO,020513,x,,
RO,020521,x,,
RO,020522,x,,
RO,020523,x,,
RO,020524,x,,
RO,020525,x,,
RO,020526,x,,
RO,020527,x,,
RO,020528,x,,
RO,020531,x,,
RO,020532,x,,
RO,020533,x,,
RO,020534,x,,
RO,020535,x,,
RO,020536,x,,
RO,020537,x,,
RO,020541,x,,
RO,020542,x,,
RO,020543,x,,
RO,020544,x,,
RO,020545,x,,
RO,020546,x,,
RO,020547,x,,
RO,020548,x,,
RO,020551,x,,
RO,020552,x,,
RO,020553,x,,
RO,020554,x,,
RO,020555,x,,
RO,020556,x,,
RO,020557,x,,
RO,020561,x,,
RO,020562,x,,
RO,020563,x,,
RO,020564,x,,
RO,020565,x,,
RO,020566,x,,
RO,020571,x,,
RO,020572,x,,
RO,020573,x,,
RO,020574,x,,
RO,020575,x,,
RO,020581,x,,
RO,020582,x,,
RO,020583,x,,
RO,020584,x,,
RO,020585,x,,
RO,020586,x,,
RO,020587,x,,
RO,020588,x,,
RO,020589,x,,
RO,020591,x,,
RO,020592,x,,
RO,020593,x,,
RO,020594,x,,
RO,020595,x,,
RO,020596,x,,
RO,020597,x,,
RO,020601,x,,
RO,020602,x,,
RO,020603,x,,
RO,020604,x,,
RO,020605,x,,
RO,020606,x,,
RO,020607,x,,
RO,020608,x,,
RO,020609,x,,
RO,020611,x,,
RO,020612,x,,
RO,020613,x,,
RO,020614,x,,
RO,020615,x,,
RO,020616,x,,
RO,020617,x,,
RO,020618,x,,
RO,020619,x,,
RO,020621,x,,
RO,020622,x,,
RO,020623,x,,
RO,020624,x,,
RO,020625,x,,
RO,020626,x,,
RO,020631,x,,
RO,020632,x,,
RO,020633,x,,
RO,020634,x,,
RO,020635,x,,
RO,020636,x,,
RO,020637,x,,
RO,020638,x,,
RO,020641,x,,
RO,020642,x,,
RO,020643,x,,
RO,020644,x,,
RO,020645,x,,
RO,020646,x,,
RO,020647,x,,
RO,020648,x,,
RO,020649,x,,
RO,020651,x,,
RO,020652,x,,
RO,020653,x,,
RO,020654,x,,
RO,020655,x,,
RO,020656,x,,
RO,020657,x,,
RO,020658,x,,
RO,020661,x,,
RO,020662,x,,
RO,020663,x,,
RO,020664,x,,
RO,020665,x,,
RO,020666,x,,
RO,020667,x,,
RO,020668,x,,
RO,020669,x,,
RO,020671,x,,
RO,020672,x,,
RO,020673,x,,
RO,020674,x,,
RO,020675,x,,
RO,020676,x,,
RO,020681,x,,
RO,020682,x,,
RO,020683,x,,
RO,020684,x,,
RO,020685,x,,
RO,020686,x,,
RO,020687,x,,
RO,020688,x,,
RO,020689,x,,
RO,020691,x,,
RO,020692,x,,
RO,020693,x,,
RO,020694,x,,
RO,020695,x,,
RO,020701,x,,
RO,020702,x,,
RO,020703,x,,
RO,020704,x,,
RO,020705,x,,
RO,020706,x,,
RO,020711,x,,
RO,020712,x,,
RO,020713,x,,
RO,020714,x,,
RO,020715,x,,
RO,020716,x,,
RO,020717,x,,
RO,020721,x,,
RO,020722,x,,
RO,020723,x,,
RO,020724,x,,
RO,020725,x,,
RO,020731,x,,
RO,020732,x,,
RO,020733,x,,
RO,020734,x,,
RO,020735,x,,
RO,020736,x,,
RO,020737,x,,
RO,020738,x,,
RO,020741,x,,
RO,020742,x,,
RO,020743,x,,
RO,020744,x,,
RO,020745,x,,
RO,020746,x,,
RO,020747,x,,
RO,020748,x,,
RO,020749,x,,
RO,020751,x,,
RO,020752,x,,
RO,020753,x,,
RO,020754,x,,
RO,020755,x,,
RO,020756,x,,
RO,020757,x,,
RO,020758,x,,
RO,020761,x,,
RO,020762,x,,
RO,020763,x,,
RO,020764,x,,
RO,020765,x,,
RO,020766,x,,
RO,020771,x,,
RO,020772,x,,
RO,020773,x,,
RO,020774,x,,
RO,020775,x,,
RO,020776,x,,
RO,020777,x,,
RO,020778,x,,
RO,020779,x,,
RO,020781,x,,
RO,020782,x,,
RO,020783,x,,
RO,020784,x,,
RO,020785,x,,
RO,020786,x,,
RO,020791,x,,
RO,020792,x,,
RO,020793,x,,
RO,020794,x,,
RO,020795,x,,
RO,020796,x,,
RO,020797,x,,
RO,020801,x,,
RO,020802,x,,
RO,020803,x,,
RO,020804,x,,
RO,020805,x,,
RO,020806,x,,
RO,020851,x,,
RO,020852,x,,
RO,020853,x,,
RO,020854,x,,
RO,020855,x,,
RO,020856,x,,
RO,020857,x,,
RO,020858,x,,
RO,020859,x,,
RO,020861,x,,
RO,020862,x,,
RO,020863,x,,
RO,020864,x,,
RO,020865,x,,
RO,020866,x,,
RO,020867,x,,
RO,020868,x,,
RO,020871,x,,
RO,020872,x,,
RO,020873,x,,
RO,020874,x,,
RO,020875,x,,
RO,020876,x,,
RO,020877,x,,
RO,020878,x,,
RO,020881,x,,
RO,020882,x,,
RO,020883,x,,
RO,020884,x,,
RO,020885,x,,
RO,020886,x,,
RO,020887,x,,
RO,020888,x,,
RO,020889,x,,
RO,020891,x,,
RO,020892,x,,
RO,020893,x,,
RO,020894,x,,
RO,020895,x,,
RO,020896,x,,
RO,020897,x,,
RO,020898,x,,
RO,020899,x,,
RO,020901,x,,
RO,020902,x,,
RO,020903,x,,
RO,020904,x,,
RO,020905,x,,
RO,020912,x,,
RO,020913,x,,
RO,020914,x,,
RO,020915,x,,
RO,020916,x,,
RO,020917,x,,
RO,020918,x,,
RO,020921,x,,
RO,020922,x,,
RO,020923,x,,
RO,020924,x,,
RO,020925,x,,
RO,020926,x,,
RO,020931,x,,
RO,020932,x,,
RO,020933,x,,
RO,020934,x,,
RO,020935,x,,
RO,020936,x,,
RO,020937,x,,
RO,020938,x,,
RO,020939,x,,
RO,020941,x,,
RO,020942,x,,
RO,020943,x,,
RO,020944,x,,
RO,020945,x,,
RO,020946,x,,
RO,020947,x,,
RO,020948,x,,
RO,020951,x,,
RO,020952,x,,
RO,020953,x,,
RO,020954,x,,
RO,020955,x,,
RO,020956,x,,
RO,020961,x,,
RO,020962,x,,
RO,020963,x,,
RO,020964,x,,
RO,020965,x,,
RO,020966,x,,
RO,020967,x,,
RO,020968,x,,
RO,020969,x,,
RO,020971,x,,
RO,020972,x,,
RO,020973,x,,
RO,020974,x,,
RO,020975,x,,
RO,020976,x,,
RO,020977,x,,
RO,020978,x,,
RO,020979,x,,
RO,020981,x,,
RO,020982,x,,
RO,020983,x,,
RO,020984,x,,
RO,020985,x,,
RO,020986,x,,
RO,020987,x,,
RO,020988,x,,
RO,020991,x,,
RO,020992,x,,
RO,020993,x,,
RO,020994,x,,
RO,020995,x,,
RO,020996,x,,
RO,020997,x,,
RO,020998,x,,
RO,021011,x,,
RO,021012,x,,
RO,021013,x,,
RO,021014,x,,
RO,021015,x,,
RO,021016,x,,
RO,021021,x,,
RO,021022,x,,
RO,021023,x,,
RO,021024,x,,
RO,021025,x,,
RO,021026,x,,
RO,021031,x,,
RO,021032,x,,
RO,021033,x,,
RO,021034,x,,
RO,021041,x,,
RO,021042,x,,
RO,021043,x,,
RO,021044,x,,
RO,021045,x,,
RO,021046,x,,
RO,021047,x,,
RO,021051,x,,
RO,021052,x,,
RO,021053,x,,
RO,021054,x,,
RO,021055,x,,
RO,021056,x,,
RO,021061,x,,
RO,021062,x,,
RO,021063,x,,
RO,021064,x,,
RO,021065,x,,
RO,021101,x,,
RO,021102,x,,
RO,021103,x,,
RO,021104,x,,
RO,021105,x,,
RO,021106,x,,
RO,021107,x,,
RO,021108,x,,
RO,021109,x,,
RO,021111,x,,
RO,021112,x,,
RO,021113,x,,
RO,021114,x,,
RO,021115,x,,
RO,021116,x,,
RO,021117,x,,
RO,021118,x,,
RO,021119,x,,
RO,021121,x,,
RO,021122,x,,
RO,021123,x,,
RO,021124,x,,
RO,021125,x,,
RO,021126,x,,
RO,021127,x,,
RO,021128,x,,
RO,021131,x,,
RO,021132,x,,
RO,021133,x,,
RO,021134,x,,
RO,021135,x,,
RO,021136,x,,
RO,021137,x,,
RO,021141,x,,
RO,021142,x,,
RO,021143,x,,
RO,021144,x,,
RO,021145,x,,
RO,021146,x,,
RO,021151,x,,
RO,021152,x,,
RO,021153,x,,
RO,021154,x,,
RO,021155,x,,
RO,021156,x,,
RO,021157,x,,
RO,021158,x,,
RO,021159,x,,
RO,021161,x,,
RO,021162,x,,
RO,021163,x,,
RO,021164,x,,
RO,021165,x,,
RO,021166,x,,
RO,021167,x,,
RO,021168,x,,
RO,021169,x,,
RO,021171,x,,
RO,021172,x,,
RO,021173,x,,
RO,021174,x,,
RO,021175,x,,
RO,021176,x,,
RO,021177,x,,
RO,021178,x,,
RO,021179,x,,
RO,021181,x,,
RO,021182,x,,
RO,021183,x,,
RO,021184,x,,
RO,021185,x,,
RO,021186,x,,
RO,021187,x,,
RO,021188,x,,
RO,021191,x,,
RO,021192,x,,
RO,021193,x,,
RO,021194,x,,
RO,021195,x,,
RO,021196,x,,
RO,021197,x,,
RO,021198,x,,
RO,021199,x,,
RO,021201,x,,
RO,021202,x,,
RO,021203,x,,
RO,021204,x,,
RO,021211,x,,
RO,021212,x,,
RO,021213,x,,
RO,021214,x,,
RO,021215,x,,
RO,021216,x,,
RO,021217,x,,
RO,021218,x,,
RO,021221,x,,
RO,021222,x,,
RO,021223,x,,
RO,021224,x,,
RO,021225,x,,
RO,021226,x,,
RO,021227,x,,
RO,021231,x,,
RO,021232,x,,
RO,021233,x,,
RO,021234,x,,
RO,021235,x,,
RO,021236,x,,
RO,021237,x,,
RO,021238,x,,
RO,021241,x,,
RO,021242,x,,
RO,021243,x,,
RO,021244,x,,
RO,021245,x,,
RO,021251,x,,
RO,021252,x,,
RO,021253,x,,
RO,021254,x,,
RO,021255,x,,
RO,021256,x,,
RO,021301,x,,
RO,021302,x,,
RO,021303,x,,
RO,021304,x,,
RO,021305,x,,
RO,021306,x,,
RO,021307,x,,
RO,021308,x,,
RO,021309,x,,
RO,021311,x,,
RO,021312,x,,
RO,021313,x,,
RO,021314,x,,
RO,021315,x,,
RO,021316,x,,
RO,021317,x,,
RO,021318,x,,
RO,021319,x,,
RO,021321,x,,
RO,021322,x,,
RO,021323,x,,
RO,021324,x,,
RO,021325,x,,
RO,021326,x,,
RO,021327,x,,
RO,021328,x,,
RO,021329,x,,
RO,021331,x,,
RO,021332,x,,
RO,021333,x,,
RO,021334,x,,
RO,021335,x,,
RO,021336,x,,
RO,021337,x,,
RO,021338,x,,
RO,021341,x,,
RO,021342,x,,
RO,021343,x,,
RO,021344,x,,
RO,021345,x,,
RO,021346,x,,
RO,021351,x,,
RO,021352,x,,
RO,021353,x,,
RO,021354,x,,
RO,021355,x,,
RO,021356,x,,
RO,021357,x,,
RO,021358,x,,
RO,021359,x,,
RO,021361,x,,
RO,021362,x,,
RO,021363,x,,
RO,021364,x,,
RO,021365,x,,
RO,021366,x,,
RO,021367,x,,
RO,021368,x,,
RO,021369,x,,
RO,021371,x,,
RO,021372,x,,
RO,021373,x,,
RO,021374,x,,
RO,021375,x,,
RO,021376,x,,
RO,021377,x,,
RO,021378,x,,
RO,021379,x,,
RO,021381,x,,
RO,021382,x,,
RO,021383,x,,
RO,021384,x,,
RO,021385,x,,
RO,021386,x,,
RO,021387,x,,
RO,021388,x,,
RO,021389,x,,
RO,021391,x,,
RO,021392,x,,
RO,021393,x,,
RO,021394,x,,
RO,021395,x,,
RO,021396,x,,
RO,021397,x,,
RO,021398,x,,
RO,021399,x,,
RO,021401,x,,
RO,021402,x,,
RO,021403,x,,
RO,021404,x,,
RO,021405,x,,
RO,021406,x,,
RO,021407,x,,
RO,021408,x,,
RO,021409,x,,
RO,021411,x,,
RO,021412,x,,
RO,021413,x,,
RO,021414,x,,
RO,021415,x,,
RO,021416,x,,
RO,021417,x,,
RO,021418,x,,
RO,021419,x,,
RO,021421,x,,
RO,021422,x,,
RO,021423,x,,
RO,021424,x,,
RO,021425,x,,
RO,021426,x,,
RO,021427,x,,
RO,021428,x,,
RO,021429,x,,
RO,021431,x,,
RO,021432,x,,
RO,021433,x,,
RO,021434,x,,
RO,021441,x,,
RO,021442,x,,
RO,021443,x,,
RO,021444,x,,
RO,021445,x,,
RO,021446,x,,
RO,021451,x,,
RO,021452,x,,
RO,021453,x,,
RO,021454,x,,
RO,021455,x,,
RO,021456,x,,
RO,021457,x,,
RO,021458,x,,
RO,021459,x,,
RO,021461,x,,
RO,021462,x,,
RO,021463,x,,
RO,021464,x,,
RO,021465,x,,
RO,021466,x,,
RO,021467,x,,
RO,021468,x,,
RO,021469,x,,
RO,021471,x,,
RO,021472,x,,
RO,021473,x,,
RO,021474,x,,
RO,021475,x,,
RO,021476,x,,
RO,021481,x,,
RO,021482,x,,
RO,021483,x,,
RO,021484,x,,
RO,021485,x,,
RO,021486,x,,
RO,021487,x,,
RO,021491,x,,
RO,021492,x,,
RO,021493,x,,
RO,021494,x,,
RO,021495,x,,
RO,021501,x,,
RO,021502,x,,
RO,021503,x,,
RO,021504,x,,
RO,021505,x,,
RO,021506,x,,
RO,021507,x,,
RO,021508,x,,
RO,021509,x,,
RO,021511,x,,
RO,021512,x,,
RO,021513,x,,
RO,021514,x,,
RO,021515,x,,
RO,021516,x,,
RO,021517,x,,
RO,021518,x,,
RO,021521,x,,
RO,021522,x,,
RO,021523,x,,
RO,021524,x,,
RO,021525,x,,
RO,021526,x,,
RO,021527,x,,
RO,021528,x,,
RO,021529,x,,
RO,021531,x,,
RO,021532,x,,
RO,021533,x,,
RO,021534,x,,
RO,021535,x,,
RO,021536,x,,
RO,021537,x,,
RO,021538,x,,
RO,021539,x,,
RO,021541,x,,
RO,021542,x,,
RO,021543,x,,
RO,021544,x,,
RO,021551,x,,
RO,021552,x,,
RO,021553,x,,
RO,021554,x,,
RO,021555,x,,
RO,021556,x,,
RO,021561,x,,
RO,021562,x,,
RO,021563,x,,
RO,021564,x,,
RO,021565,x,,
RO,021566,x,,
RO,021567,x,,
RO,021568,x,,
RO,021571,x,,
RO,021572,x,,
RO,021573,x,,
RO,021574,x,,
RO,021575,x,,
RO,021576,x,,
RO,021577,x,,
RO,021578,x,,
RO,021581,x,,
RO,021582,x,,
RO,021583,x,,
RO,021584,x,,
RO,021585,x,,
RO,021586,x,,
RO,021587,x,,
RO,021591,x,,
RO,021592,x,,
RO,021593,x,,
RO,021594,x,,
RO,021595,x,,
RO,021596,x,,
RO,021597,x,,
RO,021598,x,,
RO,021599,x,,
RO,021601,x,,
RO,021602,x,,
RO,021603,x,,
RO,021604,x,,
RO,021605,x,,
RO,021606,x,,
RO,021607,x,,
RO,021608,x,,
RO,021609,x,,
RO,021611,x,,
RO,021612,x,,
RO,021613,x,,
RO,021614,x,,
RO,021615,x,,
RO,021616,x,,
RO,021617,x,,
RO,021618,x,,
RO,021619,x,,
RO,021621,x,,
RO,021622,x,,
RO,021623,x,,
RO,021624,x,,
RO,021625,x,,
RO,021626,x,,
RO,021627,x,,
RO,021631,x,,
RO,021632,x,,
RO,021633,x,,
RO,021634,x,,
RO,021635,x,,
RO,021636,x,,
RO,021637,x,,
RO,021638,x,,
RO,021639,x,,
RO,021641,x,,
RO,021642,x,,
RO,021643,x,,
RO,021644,x,,
RO,021645,x,,
RO,021646,x,,
RO,021647,x,,
RO,021648,x,,
RO,021651,x,,
RO,021652,x,,
RO,021653,x,,
RO,021654,x,,
RO,021655,x,,
RO,021656,x,,
RO,021657,x,,
RO,021658,x,,
RO,021659,x,,
RO,021661,x,,
RO,021662,x,,
RO,021663,x,,
RO,021664,x,,
RO,021665,x,,
RO,021666,x,,
RO,021671,x,,
RO,021672,x,,
RO,021673,x,,
RO,021674,x,,
RO,021675,x,,
RO,021676,x,,
RO,021677,x,,
RO,021678,x,,
RO,021679,x,,
RO,021681,x,,
RO,021682,x,,
RO,021683,x,,
RO,021684,x,,
RO,021685,x,,
RO,021686,x,,
RO,021687,x,,
RO,021688,x,,
RO,021689,x,,
RO,021691,x,,
RO,021692,x,,
RO,021693,x,,
RO,021694,x,,
RO,021695,x,,
RO,021696,x,,
RO,021697,x,,
RO,021698,x,,
RO,021699,x,,
RO,021701,x,,
RO,021702,x,,
RO,021703,x,,
RO,021704,x,,
RO,021705,x,,
RO,021706,x,,
RO,021707,x,,
RO,021708,x,,
RO,021709,x,,
RO,021711,x,,
RO,021712,x,,
RO,021713,x,,
RO,021714,x,,
RO,021715,x,,
RO,021716,x,,
RO,021717,x,,
RO,021718,x,,
RO,021719,x,,
RO,021721,x,,
RO,021722,x,,
RO,021723,x,,
RO,021724,x,,
RO,021725,x,,
RO,021726,x,,
RO,021727,x,,
RO,021728,x,,
RO,021729,x,,
RO,021731,x,,
RO,021732,x,,
RO,021733,x,,
RO,021734,x,,
RO,021735,x,,
RO,021736,x,,
RO,021741,x,,
RO,021742,x,,
RO,021743,x,,
RO,021744,x,,
RO,021745,x,,
RO,021746,x,,
RO,021747,x,,
RO,021751,x,,
RO,021752,x,,
RO,021753,x,,
RO,021754,x,,
RO,021755,x,,
RO,021756,x,,
RO,021757,x,,
RO,021758,x,,
RO,021759,x,,
RO,021761,x,,
RO,021762,x,,
RO,021763,x,,
RO,021764,x,,
RO,021771,x,,
RO,021772,x,,
RO,021773,x,,
RO,021774,x,,
RO,021775,x,,
RO,021781,x,,
RO,021782,x,,
RO,021783,x,,
RO,021784,x,,
RO,021785,x,,
RO,021791,x,,
RO,021792,x,,
RO,021793,x,,
RO,021794,x,,
RO,021795,x,,
RO,021796,x,,
RO,021797,x,,
RO,021798,x,,
RO,021801,x,,
RO,021802,x,,
RO,021803,x,,
RO,021804,x,,
RO,021805,x,,
RO,021806,x,,
RO,021811,x,,
RO,021812,x,,
RO,021813,x,,
RO,021814,x,,
RO,021815,x,,
RO,021821,x,,
RO,021822,x,,
RO,021823,x,,
RO,021824,x,,
RO,021825,x,,
RO,021831,x,,
RO,021832,x,,
RO,021833,x,,
RO,021834,x,,
RO,021835,x,,
RO,021836,x,,
RO,021837,x,,
RO,021838,x,,
RO,021841,x,,
RO,021842,x,,
RO,021843,x,,
RO,021844,x,,
RO,021851,x,,
RO,021852,x,,
RO,021853,x,,
RO,021854,x,,
RO,021855,x,,
RO,021856,x,,
RO,021857,x,,
RO,021861,x,,
RO,021862,x,,
RO,021863,x,,
RO,021864,x,,
RO,021865,x,,
RO,021866,x,,
RO,021867,x,,
RO,021868,x,,
RO,021871,x,,
RO,021872,x,,
RO,021873,x,,
RO,021874,x,,
RO,021875,x,,
RO,021876,x,,
RO,021881,x,,
RO,021882,x,,
RO,021883,x,,
RO,021884,x,,
RO,021885,x,,
RO,021886,x,,
RO,021887,x,,
RO,021888,x,,
RO,021891,x,,
RO,021892,x,,
RO,021893,x,,
RO,021894,x,,
RO,021895,x,,
RO,021896,x,,
RO,021901,x,,
RO,021902,x,,
RO,021903,x,,
RO,021904,x,,
RO,021911,x,,
RO,021912,x,,
RO,021913,x,,
RO,021914,x,,
RO,021915,x,,
RO,021916,x,,
RO,021917,x,,
RO,021918,x,,
RO,021919,x,,
RO,021921,x,,
RO,021922,x,,
RO,021923,x,,
RO,021924,x,,
RO,021925,x,,
RO,021926,x,,
RO,021927,x,,
RO,021928,x,,
RO,021931,x,,
RO,021932,x,,
RO,021933,x,,
RO,021934,x,,
RO,021935,x,,
RO,021936,x,,
RO,021937,x,,
RO,021938,x,,
RO,021941,x,,
RO,021942,x,,
RO,021943,x,,
RO,021944,x,,
RO,021946,x,,
RO,021947,x,,
RO,021948,x,,
RO,021949,x,,
RO,021951,x,,
RO,021952,x,,
RO,021953,x,,
RO,021954,x,,
RO,021955,x,,
RO,021956,x,,
RO,021957,x,,
RO,021958,x,,
RO,021961,x,,
RO,021962,x,,
RO,021963,x,,
RO,021964,x,,
RO,021965,x,,
RO,021966,x,,
RO,021967,x,,
RO,021968,x,,
RO,021969,x,,
RO,021971,x,,
RO,021972,x,,
RO,021973,x,,
RO,021974,x,,
RO,021975,x,,
RO,021976,x,,
RO,021977,x,,
RO,021978,x,,
RO,021979,x,,
RO,021981,x,,
RO,021982,x,,
RO,021983,x,,
RO,021984,x,,
RO,021985,x,,
RO,021986,x,,
RO,021987,x,,
RO,021988,x,,
RO,021991,x,,
RO,021992,x,,
RO,021993,x,,
RO,021994,x,,
RO,021995,x,,
RO,021996,x,,
RO,021997,x,,
RO,021998,x,,
RO,022011,x,,
RO,022012,x,,
RO,022013,x,,
RO,022014,x,,
RO,022015,x,,
RO,022016,x,,
RO,022101,x,,
RO,022102,x,,
RO,022103,x,,
RO,022104,x,,
RO,022105,x,,
RO,022106,x,,
RO,022107,x,,
RO,022108,x,,
RO,022109,x,,
RO,022111,x,,
RO,022112,x,,
RO,022113,x,,
RO,022114,x,,
RO,022115,x,,
RO,022116,x,,
RO,022117,x,,
RO,022118,x,,
RO,022119,x,,
RO,022121,x,,
RO,022122,x,,
RO,022123,x,,
RO,022124,x,,
RO,022125,x,,
RO,022126,x,,
RO,022127,x,,
RO,022128,x,,
RO,022129,x,,
RO,022131,x,,
RO,022132,x,,
RO,022133,x,,
RO,022141,x,,
RO,022142,x,,
RO,022143,x,,
RO,022144,x,,
RO,022145,x,,
RO,022146,x,,
RO,022147,x,,
RO,022151,x,,
RO,022152,x,,
RO,022153,x,,
RO,022154,x,,
RO,022155,x,,
RO,022156,x,,
RO,022157,x,,
RO,022158,x,,
RO,022159,x,,
RO,022161,x,,
RO,022162,x,,
RO,022163,x,,
RO,022164,x,,
RO,022165,x,,
RO,022166,x,,
RO,022167,x,,
RO,022171,x,,
RO,022172,x,,
RO,022173,x,,
RO,022174,x,,
RO,022175,x,,
RO,022176,x,,
RO,022177,x,,
RO,022181,x,,
RO,022182,x,,
RO,022183,x,,
RO,022184,x,,
RO,022185,x,,
RO,022186,x,,
RO,022191,x,,
RO,022192,x,,
RO,022193,x,,
RO,022194,x,,
RO,022195,x,,
